date,headline,short_description,category,link,authors,company,source_file
2013-11-29,The Very Best Apple Black Friday Deals In The U.S.,"But instead of price cuts on iPads and MacBooks, as Apple has done on Black Fridays of yore, it took a different tack in",TECH,https://www.huffingtonpost.com/entry/apple-black-friday-deals_us_5bb36c8be4b0fa920b986efb,Dino Grandoni,Apple,data_2013.json
2013-11-23,Microsoft Sells Over 1 Million Xbox One Consoles In 24 Hours,SAN FRANCISCO (Reuters) - Microsoft Corp sold over 1 million of its new Xbox One game consoles within 24 hours of their hitting,TECH,https://www.huffingtonpost.com/entry/xbox-one-microsoft-1-million-sold_us_5bb36c6de4b0fa920b986a2a,"Reuters, Reuters",Microsoft,data_2013.json
2013-11-16,Is Apple About Fashion or Technology?,"It's amazing that technology, which is made with plastic, metal, glass, wires and circuit boards can make consumers so excited. That's not substance or superficial. That's brand moxie.",TECH,https://www.huffingtonpost.com/entry/is-apple-about-fashion-or_us_5bb36bc2e4b0fa920b985b90,"Scott MacFarland, Contributor
Chief Content Marketer and Digital Strategist",Apple,data_2013.json
2013-11-16,Steve Ballmer On His Retirement As Microsoft CEO,"REDMOND, Wash.— Steve Ballmer paced his corner office on a foggy January morning here, listening through loudspeakers to",TECH,https://www.huffingtonpost.comhttp://online.wsj.com/news/article_email/SB10001424052702303460004579194150724298162-lMyQjAxMTAzMDEwNDExNDQyWj,,Microsoft,data_2013.json
2013-11-10,"Apple Developing New iPhones With Bigger Screens, Enhanced Sensors",Nov 10 (Reuters) - Apple Inc is developing new iPhone designs including bigger screens with curved glass and enhanced sensors,TECH,https://www.huffingtonpost.com/entry/apple-working-on-curved-i_us_5bb36bbee4b0fa920b985aff,"Reuters, Reuters",Apple,data_2013.json
2013-11-10,Apple Rumored To Be Developing Larger iPhones With Enhanced Sensors,Apple Inc. (AAPL) is developing new iPhone designs including bigger screens with curved glass and enhanced sensors that can,TECH,https://www.huffingtonpost.comhttp://www.bloomberg.com/news/2013-11-10/apple-said-developing-curved-iphone-screens-enhanced-sensors.html,,Apple,data_2013.json
2013-10-12,iPhone 6 With 4.8-Inch Display? An Apple 'Phablet'? This Week In Apple Rumors,"An Apple ""Phablet""? But that's not all! New iPad & iPad Mini Coming Soon It's time for another installment of This Week In",TECH,https://www.huffingtonpost.com/entry/iphone-6_us_5bb36ab3e4b0fa920b983e13,Timothy Stenovec,Apple,data_2013.json
2013-10-05,"'Remarkably, Jobs Had To Be Talked Into Having Apple Build A Phone At All'","Grignon knew the iPhone unveiling was not an ordinary product announcement, but no one could have anticipated what a seminal",TECH,https://www.huffingtonpost.comhttp://www.nytimes.com/2013/10/06/magazine/and-then-steve-said-let-there-be-an-iphone.html,,Apple,data_2013.json
2013-09-29,Watch Steve Ballmer Moved To Tears While Saying Goodbye To Microsoft,"Anyone who says grown men don't cry clearly never met Steve Ballmer. On Thursday, the Microsoft CEO got visibly emotional",TECH,https://www.huffingtonpost.com/entry/steve-ballmer-goodbye-microsoft_us_5bb36a5fe4b0fa920b98300b,Caroline Fairchild,Microsoft,data_2013.json
2013-09-21,Man Beaten Unconscious While Waiting In Line For New iPhone,"The assault was one of several incidents that took place outside Salem's Apple Store in the early morning hours as some 1,000",TECH,https://www.huffingtonpost.com/entry/man-beaten-unconscious-iphone-release-new-hampshire_us_5bb36a2ce4b0fa920b9828f3,,Apple,data_2013.json
2013-09-21,Film Asks iPhone Fans Waiting Days In Line One Simple Question: Why?,"On Friday, Apple released its new iPhone 5S to customers. But for many, the launch day was the culmination of many days spent",TECH,https://www.huffingtonpost.com/entry/casey-neistat-iphone_us_5bb36a2ee4b0fa920b982942,Harry Bradford,Apple,data_2013.json
2013-09-15,Microsoft's Windows Phone Ads Mocking The iPhone Go Private...Because They Were Terrible,"The conversation pokes fun at Apple's rumored iWatch, colors of the new iPhones and lack of innovation. The Next Web received",TECH,https://www.huffingtonpost.com/entry/windows-iphone_us_5bb369fce4b0fa920b982146,Drew Guarini,Apple,data_2013.json
2013-08-24,WATCH: Apple Readies iTunes Radio Launch,Companies planning to get in on iTunes Radio ads when Apple opens up space in 2014 better be ready to pay: the buy-in is,TECH,https://www.huffingtonpost.com/entry/watch-apple-readies-itune_us_5bb36942e4b0fa920b980ece,"Shawn Amos, Contributor
blues preacher | content junkie | doughnut lover",Apple,data_2013.json
2013-08-11,New iPhone To Be Unveiled By Apple September 10th: Report,"(Reuters) - Apple Inc, the world's largest technology company, is expected to present its redesigned iPhone in September",TECH,https://www.huffingtonpost.com/entry/new-iphone-apple_us_5bb368c6e4b0fa920b97ffbc,"Reuters, Reuters",Apple,data_2013.json
2013-08-04,iPad Mini With Retina Display Coming This Year? 8-Megapixel Camera On Cheap iPhone? This Week In Apple Rumors,"But Computerworld's Jonny Evans, a self-described ""Apple-holic,"" pointed to the acquisition as evidence that ""the iWatch",TECH,https://www.huffingtonpost.com/entry/ipad-mini-with-retina-display_us_5bb368a6e4b0fa920b97f90c,Timothy Stenovec,Apple,data_2013.json
2013-08-03,"iPhone, iPad Ban Is Overturned By U.S. Trade Rep","WASHINGTON, Aug 3 (Reuters) - Apple Inc may continue to import and sell certain older iPads and iPhones made to use on AT",TECH,https://www.huffingtonpost.com/entry/iphone-ipad-ban-overturned_us_5bb368a8e4b0fa920b97f9b1,"Reuters, Reuters",Apple,data_2013.json
2013-08-03,"Woman Pays For Two iPhones, Reportedly Tricked Into Buying Two $600 Apples Instead",Officials from the Upper Mt Gravatt Crime Prevention Unit told the Herald Sun that the woman discovered the scam after she,TECH,https://www.huffingtonpost.com/entry/iphones-apples_us_5bb368a7e4b0fa920b97f940,,Apple,data_2013.json
2013-07-27,iPhone 5S Release Date Sept. 6? Bigger Screens For iPhone And iPad? This Week In Apple Rumors,"But iOS in the Car may be only the beginning. A few weeks ago Apple received a patent for a ""revolutionary form of dashboard",TECH,https://www.huffingtonpost.com/entry/iphone-5s-release-date_us_5bb3684ae4b0fa920b97f10f,Timothy Stenovec,Apple,data_2013.json
2013-07-20,Apple TV With Gesture Control? iWatch Next Year? This Week In Apple Rumors,"And on Tuesday, the Verge relayed a report from the Israeli business daily Calcalist that Apple is mulling the purchase of",TECH,https://www.huffingtonpost.com/entry/iwatch-release-date_us_5bb367d8e4b0fa920b97e435,Timothy Stenovec,Apple,data_2013.json
2013-07-07,This Is Not Your Father's Microsoft,"It was in the sessions, seeing presentation after presentation, that this shift became clear. Reporting on it required both attending a lot of sessions as well as clueing into the difference.",TECH,https://www.huffingtonpost.com/entry/this-is-not-your-fathers_us_5bb36791e4b0fa920b97db59,"David Thielen, Contributor
Windward Studios - CEO/Founder",Microsoft,data_2013.json
2013-07-07,The Top 5 Music Apps for Offline Listening,Groove is like Apple's Genius on turbocharge. The app taps into users' iTunes collections to quickly and effortlessly create a variety of smart playlists and instant mixes.,TECH,https://www.huffingtonpost.com/entry/the-top-5-music-apps-for_us_5bb3678fe4b0fa920b97dafc,"Fueled, Contributor
Mobile and Web Design and Development Company Based in New Yor...",Apple,data_2013.json
2013-06-15,ATT And Apple Data Leakage Battle Continues,"UPDATE: Without anyone admitting responsibility, or taking ownership of the customer over-billing that clearly has taken",TECH,https://www.huffingtonpost.com/entry/att-and-apple-data-leakag_us_5bb366fee4b0fa920b97c78d,"Steven Rosenbaum  , Contributor
Technologist / Business Leader / Author",Apple,data_2013.json
2013-06-09,"WWDC 2013: Apple Rumors Abound For The Future Of iOS, 'iRadio' And More",Hungry for some new developments in the world of Apple? You won't be waiting much longer. Apple's Worldwide Developers Conference,TECH,https://www.huffingtonpost.com/entry/wwdc-2013-apple-rumors_us_5bb36656e4b0fa920b97bcc0,Drew Guarini,Apple,data_2013.json
2013-06-02,U.S. Takes Apple To Trial Over eBooks: 'This Case Will Effectively Set The Rules For Internet Commerce',The Justice Department contends that Apple's entry into the market provided publishers with a means to get together to increase,TECH,https://www.huffingtonpost.com/entry/apple-ebook-trial_us_5bb36633e4b0fa920b97b8fb,"Reuters, Reuters",Apple,data_2013.json
2013-05-27,"Apple Co-Founder Steve Wozniak On His Tech Preferences, Pet Peeves, And Memories",Steve Wozniak pioneered the personal computing industry with the Apple I and II. In a throwback to our 31st issue of Distro,TECH,https://www.huffingtonpost.comhttp://www.engadget.com/2013/05/26/engadget-questionnaire-steve-wozniak/,,Apple,data_2013.json
2013-05-19,"Marcos Arenas, Las Vegas Teen, Dies After Being Run Over By Men Who Attempted To Steal His iPad","Las Vegas Metro Police spokesman Bill Cassell told the station that many incidences of ""Apple picking"" involve juveniles",TECH,https://www.huffingtonpost.com/entry/marcos-arenas-dies-dead-ipad_us_5bb3657be4b0fa920b97aa3e,Andres Jauregui,Apple,data_2013.json
2013-05-18,Google Is Prepping A Sneak Attack On Microsoft,"In recent weeks, Google sources have told me that Google has been internally testing, or ""dogfooding,"" QuickOffice, which",TECH,https://www.huffingtonpost.comhttp://readwrite.com/2013/05/17/google-is-prepping-a-sneak-attack-on-microsoft-office,,Microsoft,data_2013.json
2013-04-21,"Apple's Fading Allure Worries Investors, Suppliers","""'Apple can do no wrong' can only work until Apple does wrong,"" said Roger Kay, president of researcher and consultancy Endpoint",TECH,https://www.huffingtonpost.com/entry/apple-stock-worries-suppliers-investors_us_5bb3643fe4b0fa920b978b80,"Reuters, Reuters",Apple,data_2013.json
2013-03-31,iPhone 5S Release And A Possible (Not Possible) Launch Date: This Week In Apple Rumors,Could we add to this list of noteworthy June introductions the eagerly-anticipated iPhone 5S? 2. Precisely When? * * Eric,TECH,https://www.huffingtonpost.com/entry/iphone-5s-launch-release-date-apple-rumors_us_5bb36310e4b0fa920b977384,Jason Gilbert,Apple,data_2013.json
2013-03-30,Rare Photos From Steve Jobs' 1996 Return To Apple Appear On Flickr (PHOTOS),Check out the photos from the night Steve Jobs returned to Apple below: Jobs' return came after Apple acquired computer company,TECH,https://www.huffingtonpost.com/entry/rare-photos-of-steve-jobs-return-to-apple_us_5bb36322e4b0fa920b977402,Drew Guarini,Apple,data_2013.json
2013-03-24,"Apple Buys WiFiSlam, Indoor Location Startup","NEW YORK (Reuters) - Apple has acquired a Silicon Valley startup, WiFiSlam, which makes mapping applications for smart phones",TECH,https://www.huffingtonpost.com/entry/wifislam-apple_us_5bb362c4e4b0fa920b976d80,"Reuters, Reuters",Apple,data_2013.json
2013-03-17,"New iPhone To Bring The Color, The Fingerprint: This Week In Apple Rumors","Yes, we're shamelessly popping off some half-hearted 2 Chainz puns for This Week In Apple Rumors, as all of the conversation",TECH,https://www.huffingtonpost.com/entry/new-iphone-color-fingerprint-apple-rumors_us_5bb36213e4b0fa920b9765b2,Jason Gilbert,Apple,data_2013.json
2013-03-10,'iPhone 5S' With Fingerprint Detection In August And The 'iWatch' By Christmas?: This Week In Apple Rumors,"Both The Verge and Bloomberg's sources say Apple is really trying to have this thing out there by the end of 2013, in time",TECH,https://www.huffingtonpost.com/entry/iphone-5s-fingerprint-iwatch-release-apple-rumors_us_5bb361b8e4b0fa920b975cbd,Jason Gilbert,Apple,data_2013.json
2013-03-03,"iPhone 5S Release Date, The Big iPhone Mini And PATENTS! This Week In Apple Rumors","2. Will The ""iPhone Mini"" Prove To Be A 4.5-Inch Screen Monster? Supposed cases of the next-generation iPad -- which Apple",TECH,https://www.huffingtonpost.com/entry/iphone-5s-release-date-mini-apple-rumors-this-week_us_5bb36167e4b0fa920b97561e,Jason Gilbert,Apple,data_2013.json
2013-02-24,Apple's iPhone 5 Crisis: A Data Vampire on the Loose,"MobileMe was a buggy, unloved sync nightmare that left Apple users with missing data and failed backups. So,  when Apple announced a transition to a new product, users where both hopeful and wary.",TECH,https://www.huffingtonpost.com/entry/apples-iphone5-crisis-a-d_us_5bb36120e4b0fa920b97511f,"Steven Rosenbaum  , Contributor
Technologist / Business Leader / Author",Apple,data_2013.json
2013-02-24,"Firefox OS Will Take On Apple And Google In The Smartphone Wars, Starting This Summer","SIZE MATTERS Mozilla, a non-profit organization, also faces stiff competition. Google's Android software, which the company",TECH,https://www.huffingtonpost.com/entry/firefox-os-apple-google_us_5bb3611de4b0fa920b9750e3,"Reuters, Reuters",Apple,data_2013.json
2013-02-24,The 'iWatch' Slap Bracelet And 'iPad Mini Retina' Photos: This Week In Apple Rumors,"Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iwatch-slap-bracelet-ipad-mini-apple-rumors_us_5bb36106e4b0fa920b974ff4,Jason Gilbert,Apple,data_2013.json
2013-02-23,The Content Brief: What's Up With All the Hacking?,"Facebook, Apple and Twitter were all targeted recently as well, possibly by the same Eastern European gang. You can check",TECH,https://www.huffingtonpost.com/entry/the-content-brief-whats-u_us_5bb3611ce4b0fa920b97509b,"Shawn Amos, Contributor
blues preacher | content junkie | doughnut lover",Apple,data_2013.json
2013-02-17,"iWatch Hysteria, iPhone 5S Inertia And Gaming On Apple TV: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iwatch-iphone-5s-apple-tv-gaming-rumors-this-week_us_5bb360d1e4b0fa920b974974,Jason Gilbert,Apple,data_2013.json
2013-02-10,"The iPhablet, iPad Mini Going Retina And iPhone 6 Bullplop: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphablet-ipad-mini-retina-apple-rumors_us_5bb36084e4b0fa920b974365,Jason Gilbert,Apple,data_2013.json
2013-02-10,Apple Is 'Experimenting' With 'iWatch': New York Times,Read the whole Times report here. Now with The New York Times reporting that Apple is tinkering with such a smartwatch in,TECH,https://www.huffingtonpost.com/entry/apple-iwatch_us_5bb36088e4b0fa920b974463,Dino Grandoni,Apple,data_2013.json
2013-02-02,"Apple, RIM, Google, Microsoft: Where Is the Big Bang?","The latest generation of smart phones are all like Toy Story sequels: Same cast of great characters with minor upgrades to the 3D models and textures. It's time for a some real innovation, a ""big bang"" and not this incremental tweaking of last year's winning formula. It's time for someone to take some risk.",TECH,https://www.huffingtonpost.com/entry/apple-rim-google-microsof_us_5bb3604ee4b0fa920b973f37,"John Pavley, Contributor
CTO @ The Huffington Post, Blogger",Apple,data_2013.json
2013-01-20,"iPhone 6 With Fingerprint Detection, New iPad's Weight Loss And Release Dates: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-6-fingerprint-detection-new-ipad-apple-rumors_us_5bb35fcee4b0fa920b973243,Jason Gilbert,Apple,data_2013.json
2013-01-06,"iPhone 6 Appears, Apple Television Doesn't And COLORS! This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-6-apple-television-colors-rumors-this-week_us_5bb35ee5e4b0fa920b972388,Jason Gilbert,Apple,data_2013.json
2013-01-06,Google Admits To A Maps Power Play With Microsoft,Google has backtracked. It now admits it's been blocking Windows Phone 8 users from accessing Google Maps. Read more on Business,TECH,https://www.huffingtonpost.comhttp://www.businessinsider.com/google-admits-it-was-blocking-wp8-maps-2013-1,,Microsoft,data_2013.json
2013-01-01,Google Is Attacking Apple From The Inside Out -- And It's Working,"After years of hammering away at Apple's share of the smartphone market with cheap-to-free Android phones, Google has lately",TECH,https://www.huffingtonpost.comhttp://www.businessinsider.com/google-is-attacking-apple-from-the-inside-out-and-its-working-2012-12?op=1,,Apple,data_2013.json
2013-01-01,Google Is Attacking Apple From The Inside Out -- And It's Working,"After years of hammering away at Apple's share of the smartphone market with cheap-to-free Android phones, Google has lately",TECH,https://www.huffingtonpost.comhttp://www.businessinsider.com/google-is-attacking-apple-from-the-inside-out-and-its-working-2012-12?op=1,,Apple,data_2013.json
2014-03-22,"Revealed: Apple And Google's Wage-Fixing Cartel Involved Dozens More Companies, Over One Million Employees","Back in January, I wrote about “The Techtopus” — an illegal agreement between seven tech giants, including Apple, Google",TECH,https://www.huffingtonpost.comhttp://pando.com/2014/03/22/revealed-apple-and-googles-wage-fixing-cartel-involved-dozens-more-companies-over-one-million-employees/,,Apple,data_2014.json
2014-02-22,Apple Security Flaw Could Allow Hackers To Intercept Emails,"Apple released software patches and an update for the current version of iOS for iPhone 4 and later, 5th-generation iPod",TECH,https://www.huffingtonpost.com/entry/apple-security-flaw_us_5bb36f4ae4b0fa920b98c41a,"Reuters, Reuters",Apple,data_2014.json
2014-02-22,On the Timing of iOS's SSL Vulnerability and Apple's ‘Addition' to the NSA's PRISM Program,"Sure would be interesting to know who added that spurious line of code to the file. Conspiratorially, one could suppose the",TECH,https://www.huffingtonpost.comhttp://daringfireball.net/2014/02/apple_prism,,Apple,data_2014.json
2014-02-17,Tesla CEO Elon Musk Met With Apple Executives: Report,"“While a megadeal has yet to emerge (for all of its cash, Apple still plays hardball on valuation), such a high-level meeting",TECH,https://www.huffingtonpost.com/entry/elon-musk-apple_us_5bb36f00e4b0fa920b98bea5,Jillian Berman,Apple,data_2014.json
2014-01-26,Google Isn't Going To Sue Samsung Like Apple,"The deal covers patents currently owned by the companies, as well as any filed in the next 10 years, the companies said in",TECH,https://www.huffingtonpost.com/entry/google-samsung-patent_us_5bb36e4ce4b0fa920b98a6d7,"Reuters, Reuters",Apple,data_2014.json
2014-01-20,"Medical Tech, 'iPhone 6' And More In This Week's Apple Rumors","In July, a 9to5 Mac report said that in the coming years, Apple may work to integrate Touch ID fingerprint technology into",TECH,https://www.huffingtonpost.com/entry/apple-rumors_us_5bb36e2de4b0fa920b989fe1,Drew Guarini,Apple,data_2014.json
2014-01-04,Rumor Has It That 2014 Will Finally Be The Year Of The 'iWatch',"Apple Glass ... iOS 7.1 Coming in March It's time for another installment of ""This Week In Apple Rumors,"" where we bring",TECH,https://www.huffingtonpost.com/entry/iwatch-charge-wireless-apple-rumors_us_5bb36d63e4b0fa920b98880d,Timothy Stenovec,Apple,data_2014.json
2015-12-19,Tim Cook: Accusations Against Apple Are 'Total Political Crap',"""Apple pays every tax dollar we owe,"" Cook said.",TECH,https://www.huffingtonpost.com/entry/tim-cook-apple-taxes_us_567499d9e4b06fa6887d8b10,,Apple,data_2015.json
2015-12-17,Apple Names Jeff Williams New COO,The tech giant also appointed a new senior vice president for hardware technologies.,TECH,https://www.huffingtonpost.com/entry/apple-names-jeff-williams-new-coo_us_5672d305e4b0dfd4bcc0c626,,Apple,data_2015.json
2015-12-16,It Finally Happened: iPhones Are Falling Out Of Favor,Growing concerns about iPhone shipments have caused Apple shares to drop 4.4 percent over the past month.,TECH,https://www.huffingtonpost.com/entry/it-finally-happened-iphones-are-falling-out-of-favor_us_5671b58ee4b0dfd4bcc0412e,"Noel Randewich, Reuters",Apple,data_2015.json
2015-12-09,Microsoft Is Trying To Predict The Next President,Its new Bing Political Index will also help you compare the candidates.,TECH,https://www.huffingtonpost.com/entry/microsoft-presidential-election-bing_us_56686116e4b080eddf56761a,Alexander Howard,Microsoft,data_2015.json
2015-12-08,Listen To Siri's Great Answer If You Ask About People With Disabilities,"Good job, Apple.",TECH,https://www.huffingtonpost.com/entry/siri-cerebral-palsy-foundation_us_5666e280e4b079b2818ff5f8,Damon Beres,Apple,data_2015.json
2015-12-08,This Badonkadonk Case Is Apple's Fix For Crappy iPhone Battery,Time to upgrade to XL-sized pockets.,TECH,https://www.huffingtonpost.com/entry/apple-smart-battery-case-iphone_us_5666eedee4b08e945ff0d648,Damon Beres,Apple,data_2015.json
2015-12-08,Proof That Apple Watch Owners Are Desperate To Convert You To Their Side,Sixty-two percent of U.S. adults who already have an Apple Watch plan to give the gadget as a gift.,TECH,https://www.huffingtonpost.com/entry/proof-that-apple-watch-owners-are-desperate-to-convert-you-to-their-side_us_56670ffde4b079b28190293a,"Julia Love, Reuters",Apple,data_2015.json
2015-12-07,iPhone Owners Use Apple Maps More Than Google Maps,The app has transformed substantially in three years.,TECH,https://www.huffingtonpost.com/entry/iphone-owners-use-apple-maps-more-than-google-maps_us_5665f644e4b08e945ff07a8b,"Anick Jesdanun, AP",Apple,data_2015.json
2015-12-01,Samsung Is Losing Its Edge,Blame Apple.,TECH,https://www.huffingtonpost.com/entry/samsung-new-president_us_565db562e4b072e9d1c32faa,"Youkyung Lee, AP",Apple,data_2015.json
2015-11-20,The Surprising Thing You Never Noticed About Apple,"Hello, @Apple. Can you hear me?",TECH,https://www.huffingtonpost.com/entry/apple-twitter-account_us_564cb265e4b031745cef11fb,Lorenzo Ligato,Apple,data_2015.json
2015-11-17,Apple Pay Is Expanding,The mobile payment service will be available in new countries starting this week.,TECH,https://www.huffingtonpost.com/entry/apple-pay-is-expanding_us_564b3600e4b08cda348a698e,"Anick Jesdanun, AP",Apple,data_2015.json
2015-10-30,Review: New Apple TV Is Bursting With Potential,"""The future of TV is apps.""",TECH,https://www.huffingtonpost.com/entry/review-new-apple-tv-is-bursting-with-potential_us_563371c0e4b00aa54a4dbca6,"Anick Jesdanun, AP",Apple,data_2015.json
2015-10-28,China's Hunger For iPhones Keeps Growing,Sales in China accounted for nearly a quarter of Apple's total third-quarter sales.,TECH,https://www.huffingtonpost.com/entry/chinas-hunger-for-iphones-keeps-growing_us_5630dc28e4b00aa54a4c0019,"Abhirup Roy, Reuters",Apple,data_2015.json
2015-10-27,"iPhone Sales Off By 1.4 Percent, But It's Still Apple's Most Profitable Fourth Quarter Ever",The company's overall profits hit $11.12 billion.,TECH,https://www.huffingtonpost.com/entry/apple-sold-fewer-iphones-than-expected-last-quarter-still-made-billions_us_562fe1a8e4b06317990fe0bc,,Apple,data_2015.json
2015-10-21,"Apple, Facebook Come Out Against Controversial Cybersecurity Bill","""The trust of our customers means everything to us and we don't believe security should come at the expense of their privacy.""",TECH,https://www.huffingtonpost.com/entry/apple-facebook-come-out-against-controversial-cybersecurity-bill_us_56279e1ce4b0bce347032538,"Patricia Zengerle, Reuters",Apple,data_2015.json
2015-10-20,6.5 Million Reportedly Pay For Apple Music Streaming Service,Another 8.5 million customers have signed up three-month trials.,TECH,https://www.huffingtonpost.com/entry/apple-music-paying-subscribers_us_56260536e4b08589ef48cb4f,,Apple,data_2015.json
2015-10-19,Google Tries To Win Back Microsoft Defectors With Free Software,"As an additional incentive, Google will pay up to $75,000 to each company switching to its software.",TECH,https://www.huffingtonpost.com/entry/googles-apps-for-work-is-now-free-for-some-businesses_us_56250e58e4b02f6a900d0535,"Michael Liedtke, AP",Microsoft,data_2015.json
2015-10-19,Apple May Have Poached Electric Motorcycle Company To Death,The tech giant has recruited dozens of auto experts from Mission Motors and other companies.,TECH,https://www.huffingtonpost.com/entry/apple-may-have-poached-electric-motorcycle-company-to-death_us_5624f1f3e4b0bce347014203,"Julia Love, Reuters",Apple,data_2015.json
2015-10-16,"Steve Ballmer Made A New Twitter Account, And Used It To Make A Surprising Announcement",The former Microsoft CEO tweeted that he had bought 4 percent of Twitter stock.,TECH,https://www.huffingtonpost.com/entry/steve-ballmer-microsoft-twitter_us_56214619e4b08589ef4752d4,Alexander Howard,Microsoft,data_2015.json
2015-10-15,Tesla Cautions Drivers Against Trusting Its New Autopilot System Too Much,The company debuted its autopilot system for Model S sedans on Thursday.,TECH,https://www.huffingtonpost.com/entry/tesla-cautions-drivers-against-trusting-its-new-autopilot-system-too-much_us_561facbae4b0c5a1ce6227f6,"ALEXANDRIA SAGE, Reuters",Tesla,data_2015.json
2015-10-14,Apple Loses Patent Lawsuit To University Of Wisconsin-Madison,A jury found Tuesday that Apple used technology owned by the university's licensing arm without permission.,TECH,https://www.huffingtonpost.com/entry/apple-loses-patent-lawsuit-to-university-of-wisconsin-madison_us_561e58c9e4b0c5a1ce613660,"Andrew Chung, Reuters",Apple,data_2015.json
2015-10-13,"Apple Unleashes Updated iMacs, Now With Retina Display",The revamped iMacs will also have new storage options and more powerful processors and graphics.,TECH,https://www.huffingtonpost.com/entry/apple-unleashes-updated-imacs-now-with-retina-display_us_561d07fbe4b0c5a1ce607495,,Apple,data_2015.json
2015-10-09,Apple Pay Is Finally Coming To Starbucks,"The mobile payment program will also expand to KFC and Chili, though customer demand for mobile wallets remain slow.",TECH,https://www.huffingtonpost.com/entry/apple-pay-is-finally-coming-to-starbucks_us_56181c09e4b0dbb8000e9ac6,,Apple,data_2015.json
2015-10-06,"Microsoft Debuts Surface Book, Its First Laptop, Plus Other New Gizmos",Windows 10 is about to be on more devices than you could possibly have imagined.,TECH,https://www.huffingtonpost.com/entry/microsoft-debuts-surface-book-its-first-laptop-plus-other-new-gizmos_us_5613f946e4b022a4ce5f9a28,"Abhirup Roy and Devika Krishna Kumar, Reuters",Microsoft,data_2015.json
2015-10-06,Even Microsoft's New Fitness Band Runs On Windows 10,A new version of the Microsoft Band will cost $249 and be available on Oct. 30.,TECH,https://www.huffingtonpost.com/entry/new-microsoft-band-windows-10_us_5613df58e4b0baa355ad4e4a,,Microsoft,data_2015.json
2015-10-01,"Amazon Lashes Out At Competitors, Banning Apple TV And Chromecast",This might hurt your wallet.,TECH,https://www.huffingtonpost.com/entry/amazon-chromecast-apple-tv_us_560d77f0e4b0dd85030b1e0d,Damon Beres,Apple,data_2015.json
2015-09-30,"Average Apple Watch Sells For $529, According To New Survey","The Watch starts at $349 and goes up to $17,000 -- but a new study reveals that most people aren't getting anywhere close to the upper limit.",TECH,https://www.huffingtonpost.com/entry/people-pay-529-average-for-apple-watch_us_560bdc6be4b0af3706de9f9e,,Apple,data_2015.json
2015-09-28,Apple's New iPhone Blazes Past Previous Record,The tech giant reports it sold 13 million iPhone 6S and 6S Plus devices this weekend.,TECH,https://www.huffingtonpost.com/entry/apple-iphone-6s-sales_us_560934a7e4b0dd8503080bb2,Damon Beres,Apple,data_2015.json
2015-09-22,Microsoft Launches Office 2016,It requires Windows 7 or later.,TECH,https://www.huffingtonpost.com/entry/microsoft-launches-office-2016_us_56015b25e4b00310edf87a1f,,Microsoft,data_2015.json
2015-09-21,Apple Broke A New Record With iOS 9,And the cycle continues.,TECH,https://www.huffingtonpost.com/entry/ios-9-adoption-downloads_us_560002c0e4b08820d9193bf6,Damon Beres,Apple,data_2015.json
2015-09-21,Apple Accelerates Development Of Its Electric Car,"Apple Inc. is accelerating efforts to build an electric car, designating it internally as a “committed project” and setting",TECH,https://www.huffingtonpost.comhttp://www.wsj.com/article_email/apple-speeds-up-electric-car-work-1442857105-lMyQjAxMTE1NzIyMTAyMTEwWj,,Apple,data_2015.json
2015-09-17,Apple Could Learn Something From Amazon's New Tablet For Tots,"Listen up, Apple.",TECH,https://www.huffingtonpost.com/entry/amazon-fire-kids-edition_us_55fadac3e4b0fde8b0cd3762,Alexander Howard,Apple,data_2015.json
2015-09-14,Apple Expects Record-Breaking Sales For New iPhone,And you thought last year's iPhone was a blockbuster.,TECH,https://www.huffingtonpost.com/entry/apple-iphone-6s-sales_us_55f6c43ae4b077ca094f7f41,"Julia Love, Reuters",Apple,data_2015.json
2015-09-11,Jimmy Kimmel Pranks Eager Apple Fans With Original iPhone,They thought they were looking at the new iPhone 6S.,TECH,https://www.huffingtonpost.com/entry/jimmy-kimmel-iphone_us_55f2ef5be4b063ecbfa400b5,Steven Hoffer,Apple,data_2015.json
2015-09-09,"They're Here! Apple Announces New iPhone 6S, iPhone 6S Plus","The new devices include ""3D Touch"" technology.",TECH,https://www.huffingtonpost.com/entry/new-iphone_us_55f048e7e4b002d5c0776e04,Adam Goldberg,Apple,data_2015.json
2015-09-09,Mom Is Really Excited About The New iPhone's '3D Touch',Score one for Apple.,TECH,https://www.huffingtonpost.com/entry/mom-loves-iphone-3d-touch_us_55f07c25e4b093be51bd2cf8,Damon Beres,Apple,data_2015.json
